filename,sample_time,dataset,flare_rate_y,flare_rate_m,flare_rate_w,max_flare_72h,max_flare_48h,max_flare_24h,xrsb_max_in_1h,xrsb_max_in_2h,xrsb_max_in_3h,xrsb_max_in_4h,xrsb_max_in_5h,xrsb_max_in_6h,xrsb_max_in_7h,xrsb_max_in_8h,xrsb_max_in_9h,xrsb_max_in_10h,xrsb_max_in_11h,xrsb_max_in_12h,xrsb_max_in_24h,xrsb_max_in_36h,xrsb_max_in_48h
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-12 07:48:09.554000,HMI,0.021917808219178082,0.03333333333333333,0.14285714285714285,2e-05,2e-05,2e-05,5.094022e-07,8.759736e-06,8.759736e-06,8.759736e-06,8.759736e-06,8.759736e-06,8.759736e-06,8.759736e-06,8.759736e-06,8.759736e-06,8.759736e-06,8.759736e-06,1.4790875e-05,1.4790875e-05,1.4790875e-05
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-13 07:48:09.551000,HMI,0.024657534246575342,0.06666666666666667,0.2857142857142857,2e-05,2e-05,1e-05,1.8182519e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06,2.6970715e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-14 07:48:09.578000,HMI,0.024657534246575342,0.06666666666666667,0.2857142857142857,2e-05,1e-05,1.7e-06,1.18689776e-07,1.4786231e-07,1.4786231e-07,1.6609496e-07,1.6609496e-07,3.9947494e-07,3.9947494e-07,3.9947494e-07,3.9947494e-07,3.9947494e-07,3.9947494e-07,3.9947494e-07,3.9947494e-07,3.9947494e-07,3.9947494e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-15 07:48:09.559000,HMI,0.024657534246575342,0.06666666666666667,0.2857142857142857,1e-05,1.7e-06,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.804703e-08,7.804703e-08,1.0695416e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-16 07:48:09.577000,HMI,0.024657534246575342,0.06666666666666667,0.2857142857142857,1.7e-06,0,0,5.981422e-08,5.981422e-08,5.981422e-08,5.981422e-08,5.981422e-08,5.981422e-08,5.981422e-08,5.981422e-08,5.981422e-08,5.981422e-08,5.981422e-08,5.981422e-08,1.0695416e-07,6.940498e-07,6.940498e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-17 07:48:09.554000,HMI,0.024657534246575342,0.06666666666666667,0.2857142857142857,0,0,0,5.225579e-08,5.5902383e-08,6.940498e-07,6.940498e-07,6.940498e-07,6.940498e-07,6.940498e-07,6.940498e-07,6.940498e-07,6.940498e-07,6.940498e-07,6.940498e-07,6.940498e-07,6.940498e-07,6.940498e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-18 07:48:09.562000,HMI,0.024657534246575342,0.06666666666666667,0.2857142857142857,0,0,0,6.65767e-08,6.65767e-08,6.65767e-08,6.65767e-08,2.3431835e-07,2.3431835e-07,2.3431835e-07,2.3431835e-07,2.3431835e-07,2.3431835e-07,2.3431835e-07,2.3431835e-07,2.3431835e-07,2.3431835e-07,2.3431835e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-19 07:48:09.553000,HMI,0.024657534246575342,0.06666666666666667,0.14285714285714285,0,0,0,5.1725145e-08,5.901828e-08,5.901828e-08,5.901828e-08,5.901828e-08,5.901828e-08,5.901828e-08,5.901828e-08,5.901828e-08,5.901828e-08,5.901828e-08,5.901828e-08,8.0632276e-08,8.0632276e-08,8.0632276e-08
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-20 07:48:09.582000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,7.333916e-08,7.333916e-08,7.333916e-08,7.333916e-08,7.333916e-08,7.333916e-08,7.333916e-08,7.333916e-08,7.333916e-08,7.333916e-08,7.333916e-08,7.333916e-08,7.333916e-08,1.569448e-07,1.569448e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-21 07:48:09.553000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,4.7547985e-08,9.8599784e-08,9.8599784e-08,9.8599784e-08,9.8599784e-08,9.8599784e-08,9.8599784e-08,9.8599784e-08,9.8599784e-08,9.8599784e-08,9.8599784e-08,1.569448e-07,1.569448e-07,2.6972256e-07,2.6972256e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-22 07:48:09.554000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,5.822232e-08,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07,2.6972256e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-23 07:48:09.554000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,6.1610294e-08,7.61966e-08,7.61966e-08,2.4029168e-07,2.4029168e-07,2.4029168e-07,2.4029168e-07,2.4029168e-07,2.4029168e-07,2.4029168e-07,2.4029168e-07,2.4029168e-07,2.4029168e-07,2.4029168e-07,2.4029168e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-24 07:48:09.553000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,5.7732105e-08,5.7732105e-08,5.7732105e-08,5.7732105e-08,5.7732105e-08,5.7732105e-08,5.7732105e-08,9.055114e-08,9.055114e-08,1.0149072e-07,1.0149072e-07,1.0149072e-07,1.0149072e-07,4.5862177e-07,4.5862177e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-25 07:48:09.554000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,7.9379745e-08,7.9379745e-08,4.5862177e-07,4.5862177e-07,4.5862177e-07,4.5862177e-07,4.5862177e-07,4.5862177e-07,4.5862177e-07,4.5862177e-07,4.5862177e-07,4.5862177e-07,4.5862177e-07,4.5862177e-07,4.5862177e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-26 07:48:09.577000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,7.5501475e-08,8.644112e-08,8.644112e-08,1.0102733e-07,1.0102733e-07,1.0102733e-07,1.0102733e-07,1.0102733e-07,1.0102733e-07,1.0102733e-07,1.0102733e-07,1.0102733e-07,2.5030468e-07,2.5030468e-07,2.5030468e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-27 07:48:09.553000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,5.339041e-08,5.703697e-08,7.52698e-08,7.52698e-08,7.52698e-08,7.52698e-08,7.52698e-08,7.52698e-08,7.52698e-08,7.52698e-08,7.52698e-08,7.52698e-08,7.52698e-08,9.327089e-08,1.8055655e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-28 07:48:09.553000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,5.315872e-08,5.315872e-08,5.315872e-08,5.315872e-08,5.6805295e-08,5.6805295e-08,5.6805295e-08,6.045187e-08,6.409839e-08,6.409839e-08,6.409839e-08,9.327089e-08,1.8055655e-07,1.8055655e-07,1.8055655e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-29 07:48:09.568000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,4.5633936e-08,4.92805e-08,4.92805e-08,6.022014e-08,6.022014e-08,6.022014e-08,6.022014e-08,1.2950473e-07,1.6961697e-07,1.6961697e-07,1.6961697e-07,1.6961697e-07,1.6961697e-07,1.6961697e-07,1.6961697e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-06-30 07:48:09.568000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,4.9052584e-08,4.9052584e-08,4.9052584e-08,4.9052584e-08,4.9052584e-08,5.999226e-08,5.999226e-08,5.999226e-08,5.999226e-08,5.999226e-08,5.999226e-08,5.999226e-08,6.363879e-08,6.363879e-08,1.2541723e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-01 07:48:09.552000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,5.248608e-08,5.6132656e-08,5.6132656e-08,5.6132656e-08,5.6132656e-08,5.6132656e-08,5.6132656e-08,5.6132656e-08,5.6132656e-08,5.6132656e-08,5.6132656e-08,5.6132656e-08,1.2541723e-07,1.2541723e-07,1.2541723e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-02 07:48:09.570000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,4.49799e-08,4.49799e-08,5.591957e-08,5.591957e-08,5.591957e-08,5.591957e-08,5.591957e-08,5.591957e-08,5.591957e-08,5.9566162e-08,5.9566162e-08,5.9566162e-08,5.9566162e-08,6.664619e-08,6.664619e-08
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-03 07:48:09.553000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,1.5576473e-08,1.559105e-08,4.1120284e-08,5.57065e-08,6.664619e-08,6.664619e-08,6.664619e-08,6.664619e-08,6.664619e-08,6.664619e-08,6.664619e-08,6.664619e-08,6.664619e-08,6.664619e-08,6.664619e-08
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-04 07:48:09.553000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,4.45538e-08,4.45538e-08,4.45538e-08,4.45538e-08,4.45538e-08,4.45538e-08,4.45538e-08,4.45538e-08,4.45538e-08,4.45538e-08,4.45538e-08,4.45538e-08,4.8200345e-08,9.1745946e-08,1.4987782e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-05 07:48:09.554000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,4.7987278e-08,4.7987278e-08,4.7987278e-08,4.7987278e-08,4.7987278e-08,5.1633847e-08,5.1633847e-08,5.1633847e-08,5.5280424e-08,5.5280424e-08,5.8926986e-08,9.1745946e-08,1.4987782e-07,1.4987782e-07,1.4987782e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-06 07:48:09.553000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,8.423984e-08,8.423984e-08,1.1705883e-07,1.1705883e-07,1.1705883e-07,1.1705883e-07,1.1705883e-07,1.1705883e-07,1.1705883e-07,1.1705883e-07,1.1705883e-07,1.1705883e-07,1.1705883e-07,2.0436508e-07,8.7148123e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-07 07:48:09.553000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,8.402868e-08,9.132174e-08,9.8614834e-08,1.0590795e-07,1.0590795e-07,1.0590795e-07,1.0590795e-07,1.0955455e-07,1.0955455e-07,2.0436508e-07,2.0436508e-07,2.0436508e-07,8.7148123e-07,8.7148123e-07,1.7357157e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-08 07:48:09.560000,HMI,0.024657534246575342,0.06666666666666667,0.0,0,0,0,1.7498891e-07,2.1874766e-07,2.1874766e-07,2.1874766e-07,2.1874766e-07,2.1874766e-07,2.1874766e-07,2.1874766e-07,2.1874766e-07,2.2968726e-07,2.2968726e-07,2.2968726e-07,1.7357157e-06,4.7949725e-06,4.944483e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-09 07:48:09.559000,HMI,0.024657534246575342,0.06666666666666667,0.0,1.2e-06,1.2e-06,1.2e-06,1.7113857e-07,2.6471503e-06,2.6471503e-06,2.6471503e-06,2.6471503e-06,2.6471503e-06,2.6471503e-06,2.6471503e-06,2.6471503e-06,2.6471503e-06,2.6471503e-06,4.7949725e-06,4.944483e-06,4.944483e-06,4.944483e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-10 07:48:09.552000,HMI,0.024657534246575342,0.06666666666666667,0.0,3.4e-06,3.4e-06,3.4e-06,4.9183205e-07,5.5017694e-07,5.5017694e-07,5.793492e-07,5.793492e-07,5.793492e-07,5.793492e-07,5.793492e-07,5.793492e-07,5.793492e-07,5.793492e-07,5.793492e-07,9.987031e-07,9.987031e-07,9.987031e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-11 07:48:09.553000,HMI,0.024657534246575342,0.06666666666666667,0.0,3.4e-06,3.4e-06,0,1.999037e-07,2.54602e-07,3.8587808e-07,4.84335e-07,4.84335e-07,4.989217e-07,5.244472e-07,5.244472e-07,5.645592e-07,6.0831786e-07,6.0831786e-07,6.0831786e-07,6.0831786e-07,6.0831786e-07,6.0831786e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-12 07:48:09.553000,HMI,0.024657534246575342,0.03333333333333333,0.0,3.4e-06,0,0,1.4864804e-07,1.8876018e-07,1.8876018e-07,2.7263115e-07,2.7263115e-07,5.461229e-07,5.461229e-07,5.461229e-07,5.461229e-07,5.461229e-07,5.461229e-07,5.461229e-07,5.461229e-07,3.7877105e-06,3.7877105e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-13 07:48:09.552000,HMI,0.024657534246575342,0.0,0.0,0,0,0,3.8911705e-07,3.8911705e-07,1.4429719e-06,3.7877105e-06,3.7877105e-06,3.7877105e-06,3.7877105e-06,3.7877105e-06,3.7877105e-06,3.7877105e-06,3.7877105e-06,3.7877105e-06,3.7877105e-06,3.7877105e-06,5.1513234e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-14 07:48:09.558000,HMI,0.024657534246575342,0.0,0.0,2.6e-06,2.6e-06,2.6e-06,1.4095586e-07,1.5918859e-07,1.701282e-07,2.2118013e-07,2.0955113e-06,2.0955113e-06,2.0955113e-06,2.0955113e-06,2.0955113e-06,2.0955113e-06,2.0955113e-06,2.0955113e-06,5.1513234e-06,5.1513234e-06,5.1513234e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-15 07:48:09.553000,HMI,0.024657534246575342,0.0,0.0,3.6e-06,3.6e-06,3.6e-06,8.974063e-08,8.974063e-08,1.2255963e-07,1.2255963e-07,1.2255963e-07,1.5173211e-07,1.5173211e-07,1.5173211e-07,2.8665485e-07,2.8665485e-07,2.8665485e-07,2.8665485e-07,4.0318116e-07,4.0318116e-07,4.0318116e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-16 07:48:09.553000,HMI,0.024657534246575342,0.0,0.0,3.6e-06,3.6e-06,0,1.04163476e-07,1.1510313e-07,1.3698244e-07,1.3698244e-07,1.7344811e-07,1.7344811e-07,1.7344811e-07,1.7344811e-07,2.2085327e-07,2.2085327e-07,2.3179304e-07,2.3179304e-07,2.3179304e-07,3.5062371e-06,3.5062371e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-17 07:48:09.582000,HMI,0.024657534246575342,0.0,0.0,3.6e-06,0,0,1.769313e-07,1.769313e-07,1.769313e-07,1.769313e-07,1.769313e-07,1.9881058e-07,1.9881058e-07,1.9881058e-07,1.9881058e-07,1.9053989e-06,3.5062371e-06,3.5062371e-06,3.5062371e-06,3.5062371e-06,3.5062371e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-18 07:48:09.552000,HMI,0.024657534246575342,0.0,0.0,2.4e-06,2.4e-06,2.4e-06,1.3300924e-07,2.3875924e-07,2.3875924e-07,2.3875924e-07,2.3875924e-07,2.3875924e-07,2.3875924e-07,2.3875924e-07,2.3875924e-07,2.3875924e-07,2.3875924e-07,2.9710432e-07,7.0170904e-07,7.454678e-07,7.454678e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-19 07:48:09.554000,HMI,0.024657534246575342,0.0,0.0,2.4e-06,2.4e-06,0,7.454678e-07,7.454678e-07,7.454678e-07,7.454678e-07,7.454678e-07,7.454678e-07,7.454678e-07,7.454678e-07,7.454678e-07,7.454678e-07,7.454678e-07,7.454678e-07,7.454678e-07,2.1054698e-06,2.1054698e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-20 07:48:09.577000,HMI,0.024657534246575342,0.0,0.0,2.4e-06,0,0,3.660621e-07,1.1099596e-06,1.1099596e-06,1.1099596e-06,1.1099596e-06,2.1054698e-06,2.1054698e-06,2.1054698e-06,2.1054698e-06,2.1054698e-06,2.1054698e-06,2.1054698e-06,2.1054698e-06,2.1054698e-06,2.1054698e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-21 07:48:09.578000,HMI,0.024657534246575342,0.0,0.0,1.4e-06,1.4e-06,1.4e-06,4.4248284e-07,8.14432e-07,8.14432e-07,8.14432e-07,8.14432e-07,8.14432e-07,1.1827336e-06,1.1827336e-06,1.1827336e-06,1.1827336e-06,1.1827336e-06,1.1827336e-06,1.3539906e-06,1.3539906e-06,1.3831632e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-22 07:48:09.574000,HMI,0.024657534246575342,0.0,0.0,1.4e-06,1.4e-06,0,4.459976e-07,4.459976e-07,4.459976e-07,4.459976e-07,1.1753096e-06,1.1753096e-06,1.1753096e-06,1.1753096e-06,1.1753096e-06,1.1753096e-06,1.1753096e-06,1.1753096e-06,1.3831632e-06,1.3831632e-06,1.3831632e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-23 07:48:09.579000,HMI,0.024657534246575342,0.0,0.0,1.4e-06,0,0,2.1977948e-07,4.786851e-07,4.786851e-07,4.786851e-07,4.786851e-07,4.786851e-07,4.786851e-07,1.306454e-06,1.306454e-06,1.306454e-06,1.306454e-06,1.306454e-06,1.306454e-06,1.306454e-06,1.306454e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-24 07:48:09.574000,HMI,0.024657534246575342,0.0,0.0,0,0,0,2.1235459e-07,2.1235459e-07,2.1235459e-07,2.1235459e-07,2.3788058e-07,2.5611322e-07,2.5611322e-07,2.5611322e-07,2.5611322e-07,2.5611322e-07,2.5611322e-07,2.5611322e-07,2.5611322e-07,2.6692118e-07,5.2204865e-07
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-25 07:48:09.574000,HMI,0.024657534246575342,0.0,0.0,0,0,0,1.7575738e-07,1.7575738e-07,1.8305047e-07,2.012833e-07,2.0492973e-07,2.0492973e-07,2.6692118e-07,2.6692118e-07,2.6692118e-07,2.6692118e-07,2.6692118e-07,2.6692118e-07,5.2204865e-07,8.210662e-07,3.121911e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-26 07:48:09.575000,HMI,0.024657534246575342,0.0,0.0,0,0,0,2.2667739e-07,2.2667739e-07,3.1054842e-07,4.3817764e-07,4.3817764e-07,4.3817764e-07,4.3817764e-07,4.3817764e-07,6.496783e-07,6.496783e-07,8.210662e-07,8.210662e-07,3.121911e-06,3.121911e-06,3.121911e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-27 07:48:09.574000,HMI,0.024657534246575342,0.0,0.0,2.2e-06,2.2e-06,2.2e-06,2.3383876e-07,3.250028e-07,5.693223e-07,5.693223e-07,5.693223e-07,5.693223e-07,5.693223e-07,5.693223e-07,5.693223e-07,5.693223e-07,5.693223e-07,8.3187444e-07,8.3187444e-07,1.1198258e-06,4.080828e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-28 07:48:09.582000,HMI,0.024657534246575342,0.0,0.0,2.2e-06,2.2e-06,0,2.3735852e-07,3.1758267e-07,7.29644e-07,7.29644e-07,7.29644e-07,1.1198258e-06,1.1198258e-06,1.1198258e-06,1.1198258e-06,1.1198258e-06,1.1198258e-06,1.1198258e-06,4.080828e-06,4.080828e-06,4.080828e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-29 07:48:09.574000,HMI,0.024657534246575342,0.0,0.0,2.8e-06,2.8e-06,2.8e-06,3.4664737e-07,3.4664737e-07,3.4664737e-07,3.4664737e-07,3.4664737e-07,3.4664737e-07,3.4664737e-07,3.4664737e-07,3.4664737e-07,3.4664737e-07,1.0431397e-06,1.0431397e-06,1.305585e-06,1.305585e-06,1.305585e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-30 07:48:09.574000,HMI,0.024657534246575342,0.0,0.0,2.8e-06,2.8e-06,0,1.1050239e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06,1.1378428e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-07-31 07:48:09.574000,HMI,0.024657534246575342,0.0,0.0,2.8e-06,0,0,4.0477704e-07,4.0477704e-07,4.0477704e-07,4.0477704e-07,4.0477704e-07,4.0477704e-07,4.0477704e-07,4.0477704e-07,4.0477704e-07,4.0477704e-07,8.38717e-07,1.0283383e-06,1.0283383e-06,4.569039e-06,4.569039e-06
/d0/euv/aia/preprocessed/aia_hmi_stacks_2010_2023_1d_full.zarr/,2010-08-01 07:48:09.575000,HMI,0.024657534246575342,0.0,0.0,0,0,0,4.4122344e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06,4.569039e-06
